State,Area_Key,Tenure,Primary_Type,Median_PSF,Transactions,Median_Price
Penang,PENANG | SUNGAI ARA,Freehold,Flat,375.0,23,250000.0
Selangor,SELANGOR | AMPANG,Leasehold,Flat,102.0,23,67000.0
Selangor,SELANGOR | SERI KEMBANGAN,Leasehold,Condominium,370.0,23,450000.0
Sabah,SABAH | KOTA KINABALU,Leasehold,Apartment,372.0,23,300000.0
Kuala Lumpur,KUALA LUMPUR | DUTAMAS,Freehold,Service Residence,801.0,23,900000.0
Selangor,SELANGOR | KLANG,Freehold,Apartment,310.0,23,300000.0
Johor,JOHOR | JOHOR BAHRU,Freehold,Service Residence,673.0,23,550000.0
Johor,JOHOR | TAMPOI,Freehold,Service Residence,666.0,23,601900.0
Johor,JOHOR | JOHOR BAHRU,Leasehold,Apartment,292.0,23,280000.0
Penang,PENANG | BAYAN LEPAS,Freehold,Apartment,387.0,23,200000.0
Negeri Sembilan,NEGERI SEMBILAN | SIKAMAT,Freehold,Apartment,221.0,23,185000.0
Penang,PENANG | JELUTONG,Leasehold,Flat,452.0,23,282000.0
Selangor,SELANGOR | AMPANG,Leasehold,Flat,264.0,23,175000.0
Negeri Sembilan,NEGERI SEMBILAN | RASAH,Freehold,Terrace House,182.0,22,235000.0
Pahang,PAHANG | KUANTAN,Leasehold,Terrace House,73.0,22,80000.0
Perak,PERAK | GOPENG,Leasehold,Terrace House,167.0,22,277235.0
Perak,PERAK | IPOH,Freehold,Terrace House,328.0,22,459800.0
Kedah,KEDAH | SUNGAI PETANI,Freehold,Bungalow,202.0,22,378000.0
Perak,PERAK | TAMBUN,Leasehold,Terrace House,216.0,22,342500.0
Selangor,SELANGOR | GLENMARIE,Freehold,Semi D,617.0,22,1875000.0
Kuala Lumpur,KUALA LUMPUR | WANGSA MAJU,Freehold,Terrace House,659.0,22,413500.0
Negeri Sembilan,NEGERI SEMBILAN | JUASSEH,Freehold,Terrace House,67.0,22,81500.0
Johor,JOHOR | MUAR,Freehold,Terrace House,295.0,22,490000.0
Perak,PERAK | KAMPAR,Leasehold,Terrace House,159.0,22,259000.0
Penang,PENANG | SIMPANG AMPAT,Freehold,Terrace House,291.0,22,297500.0
Pahang,PAHANG | MENTAKAB,Freehold,Terrace House,160.0,22,170000.0
Perak,PERAK | PUSING,Leasehold,Terrace House,229.0,22,273800.0
Selangor,SELANGOR | IJOK,Freehold,Terrace House,324.0,22,467500.0
Selangor,SELANGOR | JENJAROM,Freehold,Terrace House,419.0,22,680000.0
Negeri Sembilan,NEGERI SEMBILAN | BAHAU,Freehold,Terrace House,179.0,22,300000.0
Selangor,SELANGOR | KLANG,Freehold,Terrace House,582.0,22,1138000.0
Selangor,SELANGOR | SUBANG JAYA,Freehold,Terrace House,499.0,22,915000.0
Selangor,SELANGOR | RAWANG,Leasehold,Terrace House,315.0,22,521000.0
Perak,PERAK | ULU BERNAM,Freehold,Terrace House,198.0,22,252500.0
Pahang,PAHANG | MENTAKAB,Freehold,Terrace House,101.0,22,105500.0
Johor,JOHOR | ISKANDAR PUTERI (NUSAJAYA),Freehold,Terrace House,569.0,22,999000.0
Selangor,SELANGOR | PUCHONG,Leasehold,Terrace House,342.0,22,375000.0
Johor,JOHOR | PONTIAN,Freehold,Bungalow,150.0,22,541600.0
Johor,JOHOR | PERMAS JAYA,Freehold,Flat,232.0,22,172500.0
Selangor,SELANGOR | CHERAS,Freehold,Condominium,458.0,22,457500.0
Johor,JOHOR | JOHOR BAHRU,Freehold,Apartment,332.0,22,351500.0
Penang,PENANG | AYER ITAM,Freehold,Apartment,425.0,22,265000.0
Selangor,SELANGOR | KAJANG,Freehold,Service Residence,472.0,22,688800.0
Selangor,SELANGOR | CYBERJAYA,Freehold,Condominium,238.0,22,250000.0
Negeri Sembilan,NEGERI SEMBILAN | RASAH,Freehold,Flat,102.0,22,68000.0
Selangor,SELANGOR | SUBANG JAYA,Freehold,Service Residence,550.0,22,416500.0
Johor,JOHOR | TAMPOI,Freehold,Apartment,340.0,22,420000.0
Johor,JOHOR | PERMAS JAYA,Freehold,Service Residence,396.0,22,339000.0
Johor,JOHOR | TEBRAU,Freehold,Flat,226.0,22,170000.0
Penang,PENANG | SUNGAI DUA,Leasehold,Flat,328.0,22,180000.0
Selangor,SELANGOR | SERI KEMBANGAN,Leasehold,Service Residence,379.0,22,297500.0
Selangor,SELANGOR | SEMENYIH,Freehold,Terrace House,301.0,21,450000.0
Selangor,SELANGOR | CYBERJAYA,Freehold,Bungalow,513.0,21,1200000.0
Selangor,SELANGOR | DENGKIL,Freehold,Cluster House,616.0,21,1438800.0
Selangor,SELANGOR | SHAH ALAM,Freehold,Terrace House,501.0,21,828000.0
Perak,PERAK | IPOH,Leasehold,Cluster House,235.0,21,398000.0
Pahang,PAHANG | KUALA LIPIS,Leasehold,Terrace House,61.0,21,80000.0
Penang,PENANG | BATU KAWAN,Freehold,Semi D,395.0,21,625320.0
Johor,JOHOR | TEBRAU,Freehold,Cluster House,530.0,21,960000.0
Penang,PENANG | SUNGAI JAWI,Freehold,Terrace House,195.0,21,325000.0
Negeri Sembilan,NEGERI SEMBILAN | SENAWANG,Freehold,Terrace House,246.0,21,440000.0
Pahang,PAHANG | KUANTAN,Mixed,Terrace House,160.0,21,195000.0
Selangor,SELANGOR | KAPAR,Freehold,Terrace House,191.0,21,460000.0
Perak,PERAK | SITIAWAN,Freehold,Terrace House,180.0,21,288800.0
Selangor,SELANGOR | PUCHONG,Leasehold,Terrace House,286.0,21,450000.0
Perak,PERAK | LAHAT,Leasehold,Terrace House,267.0,21,318880.0
Kedah,KEDAH | KULIM,Freehold,Semi D,166.0,21,269500.0
Terengganu,TERENGGANU | BESUT,Freehold,Bungalow,190.0,21,335000.0
Negeri Sembilan,NEGERI SEMBILAN | BUKIT KEPAYANG,Freehold,Terrace House,231.0,21,380000.0
Pahang,PAHANG | KUANTAN,Leasehold,Terrace House,153.0,21,170000.0
Perak,PERAK | IPOH,Leasehold,Semi D,171.0,21,285000.0
Penang,PENANG | BUKIT MERTAJAM,Freehold,Terrace House,297.0,21,350000.0
Kuala Lumpur,KUALA LUMPUR | KEPONG,Freehold,Terrace House,434.0,21,780000.0
Kuala Lumpur,KUALA LUMPUR | SETAPAK,Freehold,Terrace House,341.0,21,600000.0
Kuala Lumpur,KUALA LUMPUR | WANGSA MAJU,Freehold,Terrace House,578.0,21,720000.0
Selangor,SELANGOR | KEPONG,Leasehold,Terrace House,349.0,21,500000.0
Selangor,SELANGOR | PETALING JAYA,Mixed,Bungalow,339.0,21,1700000.0
Perak,PERAK | IPOH,Leasehold,Terrace House,214.0,21,300000.0
Johor,JOHOR | SEGAMAT,Freehold,Bungalow,125.0,21,220000.0
Kedah,KEDAH | KUALA KEDAH,Freehold,Terrace House,229.0,21,200000.0
Perak,PERAK | LUMUT,Freehold,Terrace House,263.0,21,418800.0
Selangor,SELANGOR | PUCHONG,Leasehold,Terrace House,571.0,21,1260000.0
Perak,PERAK | IPOH,Leasehold,Semi D,157.0,21,255000.0
Selangor,SELANGOR | KUALA SELANGOR,Freehold,Terrace House,222.0,21,342500.0
Melaka,MELAKA | TANJONG MINYAK,Freehold,Terrace House,200.0,21,240000.0
Perak,PERAK | SITIAWAN,Freehold,Semi D,166.0,21,480000.0
Johor,JOHOR | JOHOR BAHRU,Leasehold,Apartment,343.0,21,310000.0
Johor,JOHOR | PERMAS JAYA,Freehold,Condominium,304.0,21,495000.0
Johor,JOHOR | TEBRAU,Freehold,Flat,438.0,21,250000.0
Negeri Sembilan,NEGERI SEMBILAN | PORT DICKSON,Freehold,Apartment,126.0,21,95000.0
Kuala Lumpur,KUALA LUMPUR | WANGSA MAJU,Leasehold,Flat,398.0,21,210000.0
Johor,JOHOR | JOHOR BAHRU,Leasehold,Apartment,372.0,21,350000.0
Selangor,SELANGOR | ULU KLANG,Freehold,Condominium,413.0,21,530000.0
Kuala Lumpur,KUALA LUMPUR | KL SENTRAL,Freehold,Service Residence,2264.0,21,3715000.0
Kuala Lumpur,KUALA LUMPUR | SENTUL,Leasehold,Service Residence,371.0,21,365000.0
Johor,JOHOR | JOHOR BAHRU,Leasehold,Apartment,335.0,21,360000.0
Selangor,SELANGOR | AMPANG,Leasehold,Service Residence,352.0,21,330000.0
Penang,PENANG | BUKIT MERTAJAM,Freehold,Flat,186.0,21,120000.0
Penang,PENANG | BAYAN LEPAS,Freehold,Condominium,492.0,21,450000.0
Perak,PERAK | TAMBUN,Leasehold,Terrace House,245.0,20,302500.0
Selangor,SELANGOR | PETALING JAYA,Freehold,Terrace House,797.0,20,1372500.0
Selangor,SELANGOR | SHAH ALAM,Freehold,Semi D,465.0,20,909000.0
Johor,JOHOR | KLUANG,Freehold,Semi D,208.0,20,610500.0
Perak,PERAK | KUALA KANGSAR,Freehold,Terrace House,196.0,20,318000.0
Negeri Sembilan,NEGERI SEMBILAN | LENGGENG,Freehold,Terrace House,373.0,20,529500.0
Perak,PERAK | SITIAWAN,Freehold,Cluster House,129.0,20,248000.0
Johor,JOHOR | KOTA TINGGI,Freehold,Cluster House,320.0,20,776900.0
Johor,JOHOR | JOHOR BAHRU,Freehold,Town House,272.0,20,320000.0
Pahang,PAHANG | KUANTAN,Leasehold,Terrace House,217.0,20,205000.0
Johor,JOHOR | TANGKAK,Freehold,Cluster House,107.0,20,288800.0
Perak,PERAK | PARIT BUNTAR,Mixed,Terrace House,191.0,20,366075.0
Selangor,SELANGOR | KAPAR,Freehold,Terrace House,355.0,20,450000.0
Selangor,SELANGOR | DENGKIL,Mixed,Terrace House,321.0,20,669600.0
Melaka,MELAKA | KLEBANG,Freehold,Terrace House,187.0,20,289000.0
Selangor,SELANGOR | BANGI,Freehold,Semi D,335.0,20,615000.0
Johor,JOHOR | MASAI,Freehold,Terrace House,501.0,20,767500.0
Perak,PERAK | IPOH,Leasehold,Cluster House,236.0,20,638800.0
Johor,JOHOR | TAMPOI,Freehold,Terrace House,283.0,20,432500.0
Kedah,KEDAH | SUNGAI PETANI,Freehold,Terrace House,164.0,20,200000.0
Perak,PERAK | IPOH,Freehold,Terrace House,203.0,20,397500.0
Johor,JOHOR | TANGKAK,Freehold,Terrace House,184.0,20,287500.0
Selangor,SELANGOR | BANDAR PUNCAK ALAM,Leasehold,Terrace House,341.0,20,560000.0
Selangor,SELANGOR | BATANG KALI,Freehold,Terrace House,244.0,20,400000.0
Johor,JOHOR | TAMPOI,Freehold,Terrace House,406.0,20,375000.0
Melaka,MELAKA | BATU BERENDAM,Leasehold,Terrace House,182.0,20,326500.0
Johor,JOHOR | TEBRAU,Freehold,Terrace House,462.0,20,814300.0
Johor,JOHOR | SENAI,Freehold,Service Residence,520.0,20,528900.0
Johor,JOHOR | JOHOR BAHRU,Leasehold,Condominium,439.0,20,485000.0
Kuala Lumpur,KUALA LUMPUR | KUCHAI LAMA,Freehold,Service Residence,626.0,20,580000.0
Johor,JOHOR | JOHOR BAHRU,Freehold,Service Residence,611.0,20,942450.0
Selangor,SELANGOR | KEPONG,Freehold,Flat,253.0,20,166500.0
Penang,PENANG | PERAI,Freehold,Flat,195.0,20,110000.0
Johor,JOHOR | JOHOR BAHRU,Leasehold,Apartment,265.0,20,240000.0
Selangor,SELANGOR | PUCHONG,Freehold,Condominium,340.0,20,400000.0
Perak,PERAK | SERI MANJONG,Freehold,Apartment,239.0,20,223300.0
Negeri Sembilan,NEGERI SEMBILAN | PORT DICKSON,Freehold,Condominium,117.0,20,95000.0
Selangor,SELANGOR | BANDAR SUNWAY,Leasehold,Condominium,420.0,20,500000.0
Melaka,MELAKA | MELAKA CITY,Leasehold,Apartment,336.0,20,204500.0
Selangor,SELANGOR | SUBANG JAYA,Freehold,Apartment,393.0,20,376500.0
Selangor,SELANGOR | KEPONG,Freehold,Apartment,454.0,20,445000.0
Penang,PENANG | GELUGOR,Freehold,Apartment,426.0,20,293500.0
Kuala Lumpur,KUALA LUMPUR | BUKIT JALIL,Freehold,Apartment,352.0,20,235000.0
Negeri Sembilan,NEGERI SEMBILAN | MANTIN,Freehold,Flat,114.0,20,70000.0
Selangor,SELANGOR | SUBANG JAYA,Freehold,Service Residence,378.0,20,290000.0
Johor,JOHOR | BATU PAHAT,Freehold,Terrace House,208.0,19,330000.0
Selangor,SELANGOR | KEPONG,Leasehold,Terrace House,488.0,19,737000.0
Negeri Sembilan,NEGERI SEMBILAN | SEREMBAN 2,Freehold,Terrace House,220.0,19,370000.0
Sarawak,SARAWAK | BINTULU,Freehold,Terrace House,44.0,19,80000.0
Pahang,PAHANG | KUANTAN,Freehold,Terrace House,163.0,19,325000.0
Perak,PERAK | HUTAN MELINTANG,Freehold,Semi D,136.0,19,438800.0
Penang,PENANG | BUKIT MERTAJAM,Freehold,Semi D,300.0,19,470000.0
Selangor,SELANGOR | SUNGAI BULOH,Leasehold,Terrace House,315.0,19,440000.0
Johor,JOHOR | TAMPOI,Freehold,Bungalow,259.0,19,500000.0
Kuala Lumpur,KUALA LUMPUR | BANGSAR,Freehold,Bungalow,814.0,19,1710000.0
Perak,PERAK | BAGAN SERAI,Freehold,Semi D,169.0,19,263800.0
Kedah,KEDAH | GURUN,Freehold,Semi D,154.0,19,220000.0
Melaka,MELAKA | KRUBONG,Freehold,Terrace House,197.0,19,240000.0
Sarawak,SARAWAK | KUCHING,Leasehold,Bungalow,220.0,19,420000.0
Sarawak,SARAWAK | KOTA SAMARAHAN,Freehold,Terrace House,205.0,19,350000.0
Penang,PENANG | GELUGOR,Freehold,Bungalow,465.0,19,2200000.0
Selangor,SELANGOR | KLANG,Freehold,Bungalow,410.0,19,960000.0
Negeri Sembilan,NEGERI SEMBILAN | BAHAU,Freehold,Terrace House,155.0,19,183000.0
Johor,JOHOR | SKUDAI,Mixed,Terrace House,292.0,19,380000.0
Melaka,MELAKA | KRUBONG,Freehold,Bungalow,317.0,19,443800.0
Selangor,SELANGOR | SETIA ALAM,Freehold,Terrace House,608.0,19,1050000.0
Negeri Sembilan,NEGERI SEMBILAN | BANDAR SRI SENDAYAN,Leasehold,Terrace House,192.0,19,250000.0
Johor,JOHOR | KULAI,Freehold,Terrace House,260.0,19,420000.0
Sabah,SABAH | TAWAU,Leasehold,Semi D,220.0,19,400000.0
Johor,JOHOR | TEBRAU,Freehold,Terrace House,372.0,19,577150.0
Kuala Lumpur,KUALA LUMPUR | BANGSAR,Freehold,Bungalow,751.0,19,2500000.0
Penang,PENANG | PERAI,Freehold,Terrace House,265.0,19,490000.0
Selangor,SELANGOR | SELAYANG,Freehold,Terrace House,551.0,19,680000.0
Selangor,SELANGOR | RAWANG,Freehold,Terrace House,409.0,19,837000.0
Melaka,MELAKA | MASJID TANAH,Freehold,Terrace House,142.0,19,200000.0
Johor,JOHOR | KLUANG,Freehold,Terrace House,209.0,19,250000.0
Negeri Sembilan,NEGERI SEMBILAN | SEREMBAN,Freehold,Terrace House,182.0,19,250000.0
Melaka,MELAKA | BUKIT KATIL,Freehold,Semi D,194.0,19,315000.0
Selangor,SELANGOR | AMPANG,Leasehold,Terrace House,590.0,19,500000.0
Selangor,SELANGOR | BANGI,Leasehold,Terrace House,357.0,19,590000.0
Selangor,SELANGOR | BALAKONG,Leasehold,Terrace House,249.0,19,425000.0
Selangor,SELANGOR | DENGKIL,Freehold,Semi D,260.0,19,500000.0
Johor,JOHOR | KLUANG,Freehold,Terrace House,128.0,19,160000.0
Sarawak,SARAWAK | KUCHING,Leasehold,Terrace House,133.0,19,248000.0
Kuala Lumpur,KUALA LUMPUR | MONT KIARA,Freehold,Service Residence,1106.0,19,1010000.0
Johor,JOHOR | MASAI,Freehold,Apartment,281.0,19,265000.0
Johor,JOHOR | ISKANDAR PUTERI (NUSAJAYA),Freehold,Service Residence,515.0,19,410000.0
Kedah,KEDAH | ALOR SETAR,Freehold,Flat,124.0,19,68000.0
Kuala Lumpur,KUALA LUMPUR | MONT KIARA,Freehold,Condominium,756.0,19,2050000.0
Kuala Lumpur,KUALA LUMPUR | SETAPAK,Leasehold,Condominium,301.0,19,350000.0
Penang,PENANG | JELUTONG,Leasehold,Condominium,551.0,19,520000.0
Selangor,SELANGOR | BANDAR KINRARA,Leasehold,Apartment,235.0,19,200000.0
Kuala Lumpur,KUALA LUMPUR | SENTUL,Freehold,Condominium,590.0,19,760000.0
Selangor,SELANGOR | SETIA ALAM,Freehold,Apartment,348.0,19,330000.0
Sabah,SABAH | PENAMPANG,Leasehold,Apartment,336.0,19,340000.0
Sabah,SABAH | TUARAN,Leasehold,Apartment,287.0,19,290000.0
Selangor,SELANGOR | KAJANG,Freehold,Apartment,302.0,19,290000.0
Sabah,SABAH | PENAMPANG,Leasehold,Flat,284.0,19,190000.0
Penang,PENANG | BATU FERRINGHI,Freehold,Condominium,447.0,19,530000.0
Selangor,SELANGOR | KLANG,Freehold,Apartment,325.0,19,375000.0
Penang,PENANG | GEORGETOWN,Freehold,Condominium,623.0,19,838000.0
Johor,JOHOR | TAMPOI,Leasehold,Flat,232.0,19,115000.0
Selangor,SELANGOR | SERENDAH,Freehold,Flat,86.0,19,65000.0
Negeri Sembilan,NEGERI SEMBILAN | PORT DICKSON,Freehold,Terrace House,136.0,18,195000.0
Selangor,SELANGOR | SUBANG JAYA,Freehold,Semi D,463.0,18,810000.0
Selangor,SELANGOR | PETALING JAYA,Freehold,Bungalow,310.0,18,1365000.0
Selangor,SELANGOR | SEMENYIH,Freehold,Terrace House,603.0,18,869000.0
Penang,PENANG | BUKIT MERTAJAM,Freehold,Semi D,336.0,18,1043800.0
Selangor,SELANGOR | CYBERJAYA,Freehold,Terrace House,587.0,18,1311150.0
Selangor,SELANGOR | TANJONG DUABELAS,Leasehold,Semi D,189.0,18,386500.0
Pahang,PAHANG | KUALA LIPIS,Leasehold,Semi D,48.0,18,150000.0
Penang,PENANG | SIMPANG AMPAT,Freehold,Semi D,504.0,18,637000.0
Penang,PENANG | BUKIT MERTAJAM,Freehold,Terrace House,434.0,18,788800.0
Pahang,PAHANG | ROMPIN,Freehold,Terrace House,129.0,18,210000.0
Selangor,SELANGOR | BANDAR KINRARA,Freehold,Terrace House,463.0,18,674000.0
Melaka,MELAKA | SUNGAI RAMBAI,Leasehold,Terrace House,154.0,18,304200.0
Selangor,SELANGOR | TROPICANA,Leasehold,Bungalow,580.0,18,2550000.0
Penang,PENANG | BUKIT MERTAJAM,Freehold,Terrace House,387.0,18,480000.0
Selangor,SELANGOR | SUBANG JAYA,Leasehold,Terrace House,370.0,18,665000.0
Kuala Lumpur,KUALA LUMPUR | CHERAS,Leasehold,Terrace House,308.0,18,493000.0
Perak,PERAK | TAIPING,Freehold,Terrace House,317.0,18,528800.0
Perak,PERAK | IPOH,Leasehold,Terrace House,250.0,18,234000.0
Perak,PERAK | LAHAT,Leasehold,Terrace House,239.0,18,255100.0
Selangor,SELANGOR | SELAYANG,Leasehold,Terrace House,396.0,18,650000.0
Kuala Lumpur,KUALA LUMPUR | BANDAR MENJALARA,Leasehold,Terrace House,599.0,18,850000.0
Selangor,SELANGOR | SERI KEMBANGAN,Mixed,Bungalow,352.0,18,480000.0
Negeri Sembilan,NEGERI SEMBILAN | TELOK KEMANG,Mixed,Terrace House,154.0,18,220000.0
Perak,PERAK | CHEMOR,Freehold,Terrace House,172.0,18,235000.0
Johor,JOHOR | BAKRI,Freehold,Terrace House,373.0,18,820000.0
Kedah,KEDAH | SUNGAI PETANI,Freehold,Terrace House,179.0,18,270000.0
Selangor,SELANGOR | DENGKIL,Leasehold,Bungalow,203.0,18,402500.0
Putrajaya,PUTRAJAYA | PUTRAJAYA,Freehold,Bungalow,569.0,18,1260000.0
Perak,PERAK | BATU GAJAH,Leasehold,Terrace House,154.0,18,238000.0
Kuala Lumpur,KUALA LUMPUR | TAMAN DESA,Freehold,Terrace House,672.0,18,1425000.0
Johor,JOHOR | TAMPOI,Freehold,Terrace House,311.0,18,390000.0
Putrajaya,PUTRAJAYA | PUTRAJAYA,Freehold,Semi D,465.0,18,880000.0
Selangor,SELANGOR | KLANG,Freehold,Terrace House,323.0,18,532500.0
Selangor,SELANGOR | SEPANG,Freehold,Terrace House,274.0,18,396500.0
Sarawak,SARAWAK | KOTA SAMARAHAN,Leasehold,Apartment,259.0,18,170000.0
Johor,JOHOR | PERMAS JAYA,Leasehold,Apartment,367.0,18,375000.0
Penang,PENANG | BUKIT JAMBUL,Freehold,Flat,311.0,18,263000.0
Johor,JOHOR | JOHOR BAHRU,Freehold,Service Residence,508.0,18,395000.0
Selangor,SELANGOR | SUBANG JAYA,Freehold,Service Residence,516.0,18,550000.0
Johor,JOHOR | GELANG PATAH,Leasehold,Apartment,325.0,18,330000.0
Selangor,SELANGOR | SHAH ALAM,Freehold,Flat,280.0,18,169000.0
Selangor,SELANGOR | BANDAR SUNGAI LONG,Freehold,Condominium,599.0,18,600000.0
Johor,JOHOR | SKUDAI,Freehold,Flat,195.0,18,130000.0
Johor,JOHOR | MASAI,Freehold,Flat,228.0,18,146000.0
Johor,JOHOR | TAMPOI,Leasehold,Apartment,267.0,18,183750.0
Kuala Lumpur,KUALA LUMPUR | DESA PETALING,Leasehold,Condominium,323.0,18,350000.0
Selangor,SELANGOR | SUBANG JAYA,Leasehold,Flat,321.0,18,211000.0
Negeri Sembilan,NEGERI SEMBILAN | PORT DICKSON,Freehold,Condominium,138.0,18,90500.0
Kuala Lumpur,KUALA LUMPUR | MONT KIARA,Freehold,Condominium,897.0,18,3350000.0
Selangor,SELANGOR | BERANANG,Freehold,Flat,170.0,18,119000.0
Johor,JOHOR | JOHOR BAHRU,Freehold,Service Residence,459.0,18,400000.0
Johor,JOHOR | ISKANDAR PUTERI (NUSAJAYA),Freehold,Service Residence,442.0,18,550000.0
Kuala Lumpur,KUALA LUMPUR | CHERAS,Freehold,Flat,263.0,18,160000.0
Kuala Lumpur,KUALA LUMPUR | JALAN KLANG LAMA (OLD KLANG ROAD),Freehold,Service Residence,1097.0,18,778800.0
Selangor,SELANGOR | PUCHONG,Freehold,Condominium,686.0,18,1109000.0
Kedah,KEDAH | KULIM,Freehold,Terrace House,222.0,17,320000.0
Selangor,SELANGOR | SHAH ALAM,Leasehold,Terrace House,395.0,17,700000.0
Selangor,SELANGOR | PETALING JAYA,Freehold,Terrace House,689.0,17,1140000.0
Selangor,SELANGOR | BANDAR SUNWAY,Leasehold,Terrace House,549.0,17,940000.0
Negeri Sembilan,NEGERI SEMBILAN | BANDAR SRI SENDAYAN,Freehold,Semi D,227.0,17,500000.0
Penang,PENANG | BATU KAWAN,Freehold,Terrace House,556.0,17,1000000.0
Selangor,SELANGOR | SELAYANG,Leasehold,Terrace House,1071.0,17,1498800.0
Selangor,SELANGOR | DENGKIL,Freehold,Terrace House,192.0,17,250000.0
Pahang,PAHANG | KUALA LIPIS,Freehold,Terrace House,179.0,17,275000.0
Perak,PERAK | ULU BERNAM,Leasehold,Cluster House,285.0,17,398888.0
Selangor,SELANGOR | KAJANG,Freehold,Terrace House,455.0,17,833300.0
Negeri Sembilan,NEGERI SEMBILAN | SENAWANG,Leasehold,Terrace House,153.0,17,150000.0
Johor,JOHOR | MUAR,Freehold,Terrace House,630.0,17,895000.0
Negeri Sembilan,NEGERI SEMBILAN | SEREMBAN 2,Freehold,Terrace House,200.0,17,300000.0
Selangor,SELANGOR | DENGKIL,Mixed,Terrace House,261.0,17,493000.0
Pahang,PAHANG | KUANTAN,Freehold,Terrace House,210.0,17,310000.0
Terengganu,TERENGGANU | KEMAMAN,Leasehold,Terrace House,113.0,17,213000.0
Kedah,KEDAH | KUALA KETIL,Freehold,Terrace House,144.0,17,215000.0
Selangor,SELANGOR | BANGI,Leasehold,Terrace House,384.0,17,590000.0
Johor,JOHOR | SKUDAI,Freehold,Semi D,531.0,17,892000.0
Perak,PERAK | IPOH,Mixed,Terrace House,315.0,17,528800.0
Selangor,SELANGOR | SUBANG JAYA,Freehold,Bungalow,569.0,17,1600000.0
Johor,JOHOR | PENGERANG,Leasehold,Terrace House,272.0,17,386200.0
Johor,JOHOR | MUAR,Freehold,Bungalow,155.0,17,394000.0
Penang,PENANG | SUNGAI JAWI,Freehold,Terrace House,248.0,17,340000.0
Johor,JOHOR | TAMPOI,Freehold,Terrace House,415.0,17,540000.0
Johor,JOHOR | KULAI,Freehold,Cluster House,281.0,17,440000.0
Negeri Sembilan,NEGERI SEMBILAN | NILAI,Freehold,Terrace House,200.0,17,350000.0
Selangor,SELANGOR | SEPANG,Freehold,Semi D,123.0,17,267000.0
Selangor,SELANGOR | KLANG,Freehold,Semi D,248.0,17,599800.0
Johor,JOHOR | KULAI,Freehold,Terrace House,268.0,17,360000.0
Selangor,SELANGOR | ARA DAMANSARA,Freehold,Bungalow,729.0,17,1300000.0
Kedah,KEDAH | PADANG SERAI,Freehold,Terrace House,209.0,17,270000.0
Kedah,KEDAH | MERBOK,Freehold,Terrace House,150.0,17,210000.0
Kedah,KEDAH | SUNGAI PETANI,Freehold,Terrace House,177.0,17,200000.0
Selangor,SELANGOR | KLANG,Freehold,Terrace House,274.0,17,500000.0
Selangor,SELANGOR | SUBANG JAYA,Freehold,Terrace House,484.0,17,850000.0
Selangor,SELANGOR | PUCHONG,Leasehold,Terrace House,334.0,17,400000.0
Melaka,MELAKA | TANJONG MINYAK,Freehold,Semi D,203.0,17,344000.0
Perak,PERAK | SITIAWAN,Freehold,Terrace House,357.0,17,623800.0
Selangor,SELANGOR | KLANG,Freehold,Terrace House,320.0,17,450000.0
Melaka,MELAKA | BUKIT KATIL,Leasehold,Bungalow,136.0,17,707000.0
Melaka,MELAKA | BUKIT KATIL,Leasehold,Terrace House,159.0,17,220000.0
Sarawak,SARAWAK | KUCHING,Freehold,Terrace House,302.0,17,700000.0
Negeri Sembilan,NEGERI SEMBILAN | MANTIN,Freehold,Semi D,160.0,17,550000.0
Selangor,SELANGOR | CHERAS,Freehold,Bungalow,506.0,17,2700000.0
Melaka,MELAKA | MELAKA CITY,Freehold,Terrace House,279.0,17,430000.0
Sarawak,SARAWAK | SIBU,Leasehold,Terrace House,197.0,17,380000.0
Selangor,SELANGOR | KAJANG,Freehold,Terrace House,293.0,17,410000.0
Kedah,KEDAH | SUNGAI LALANG,Freehold,Terrace House,147.0,17,230000.0
Johor,JOHOR | TEBRAU,Freehold,Semi D,434.0,17,670000.0
Penang,PENANG | PERAI,Leasehold,Flat,73.0,17,43000.0
Selangor,SELANGOR | TROPICANA,Leasehold,Condominium,464.0,17,540000.0
Kuala Lumpur,KUALA LUMPUR | JALAN KLANG LAMA (OLD KLANG ROAD),Freehold,Condominium,368.0,17,400000.0
Johor,JOHOR | JOHOR BAHRU,Mixed,Apartment,328.0,17,410000.0
Penang,PENANG | GEORGETOWN,Leasehold,Flat,342.0,17,175000.0
Kuala Lumpur,KUALA LUMPUR | JALAN KUCHING,Freehold,Condominium,455.0,17,710000.0
Kuala Lumpur,KUALA LUMPUR | SUNGAI BESI,Leasehold,Apartment,325.0,17,210000.0
Selangor,SELANGOR | BANDAR PUNCAK ALAM,Leasehold,Apartment,257.0,17,185000.0
Johor,JOHOR | PERMAS JAYA,Freehold,Condominium,555.0,17,640000.0
Selangor,SELANGOR | ARA DAMANSARA,Freehold,Service Residence,619.0,17,535000.0
Penang,PENANG | TANJONG TOKONG,Freehold,Condominium,967.0,17,1510000.0
Kuala Lumpur,KUALA LUMPUR | TAMAN DESA,Leasehold,Condominium,422.0,17,395000.0
Selangor,SELANGOR | CHERAS,Freehold,Apartment,313.0,17,256000.0
Johor,JOHOR | TAMPOI,Freehold,Apartment,292.0,17,400000.0
Penang,PENANG | GELUGOR,Freehold,Condominium,420.0,17,390000.0
Penang,PENANG | RELAU,Freehold,Apartment,385.0,17,290000.0
Johor,JOHOR | GELANG PATAH,Leasehold,Apartment,226.0,17,180000.0
